instrument_token,tradingsymbol,name,expiry,strike,lot_size,instrument_type
13483778,BANKNIFTY2261633500PE,BANKNIFTY,2022-06-16,33500.0,25,PE
13484034,BANKNIFTY2261633600CE,BANKNIFTY,2022-06-16,33600.0,25,CE
13484290,BANKNIFTY2261633600PE,BANKNIFTY,2022-06-16,33600.0,25,PE
13484546,BANKNIFTY2261633700CE,BANKNIFTY,2022-06-16,33700.0,25,CE
13484802,BANKNIFTY2261633700PE,BANKNIFTY,2022-06-16,33700.0,25,PE
13485058,BANKNIFTY2261633800CE,BANKNIFTY,2022-06-16,33800.0,25,CE
13485314,BANKNIFTY2261633800PE,BANKNIFTY,2022-06-16,33800.0,25,PE
13485570,BANKNIFTY2261633900CE,BANKNIFTY,2022-06-16,33900.0,25,CE
13485826,BANKNIFTY2261633900PE,BANKNIFTY,2022-06-16,33900.0,25,PE
13486082,BANKNIFTY2261634000CE,BANKNIFTY,2022-06-16,34000.0,25,CE
13486338,BANKNIFTY2261634000PE,BANKNIFTY,2022-06-16,34000.0,25,PE
256265,50NIFTY,50NIFTY,,,0,Index
260105,BNIFTY,BNIFTY,,,0,Index
12477442,50NIFTYFUT,50NIFTYFUT,,,0,Index
12476930,BNIFTYFUT,BNIFTYFUT,,,0,Index
264969,VIX,VIX,,,0,Index
