instrument_token,tradingsymbol,name,expiry,strike,lot_size,instrument_type
11226626,NIFTY22JUN15900CE,NIFTY,2022-06-30,15900.0,50,CE
11226882,NIFTY22JUN15900PE,NIFTY,2022-06-30,15900.0,50,PE
14630146,NIFTY22JUN15950CE,NIFTY,2022-06-30,15950.0,50,CE
14630402,NIFTY22JUN15950PE,NIFTY,2022-06-30,15950.0,50,PE
10147074,NIFTY22JUN16000CE,NIFTY,2022-06-30,16000.0,50,CE
10148866,NIFTY22JUN16000PE,NIFTY,2022-06-30,16000.0,50,PE
14630658,NIFTY22JUN16050CE,NIFTY,2022-06-30,16050.0,50,CE
14630914,NIFTY22JUN16050PE,NIFTY,2022-06-30,16050.0,50,PE
14631170,NIFTY22JUN16100CE,NIFTY,2022-06-30,16100.0,50,CE
14631426,NIFTY22JUN16100PE,NIFTY,2022-06-30,16100.0,50,PE
14631682,NIFTY22JUN16150CE,NIFTY,2022-06-30,16150.0,50,CE
14631938,NIFTY22JUN16150PE,NIFTY,2022-06-30,16150.0,50,PE
14632194,NIFTY22JUN16200CE,NIFTY,2022-06-30,16200.0,50,CE
14632450,NIFTY22JUN16200PE,NIFTY,2022-06-30,16200.0,50,PE
14584066,BANKNIFTY22JUN33200CE,BANKNIFTY,2022-06-30,33200.0,25,CE
14584322,BANKNIFTY22JUN33200PE,BANKNIFTY,2022-06-30,33200.0,25,PE
14584578,BANKNIFTY22JUN33300CE,BANKNIFTY,2022-06-30,33300.0,25,CE
14584834,BANKNIFTY22JUN33300PE,BANKNIFTY,2022-06-30,33300.0,25,PE
14585090,BANKNIFTY22JUN33400CE,BANKNIFTY,2022-06-30,33400.0,25,CE
14585346,BANKNIFTY22JUN33400PE,BANKNIFTY,2022-06-30,33400.0,25,PE
14585602,BANKNIFTY22JUN33500CE,BANKNIFTY,2022-06-30,33500.0,25,CE
14585858,BANKNIFTY22JUN33500PE,BANKNIFTY,2022-06-30,33500.0,25,PE
14586114,BANKNIFTY22JUN33600CE,BANKNIFTY,2022-06-30,33600.0,25,CE
14586882,BANKNIFTY22JUN33600PE,BANKNIFTY,2022-06-30,33600.0,25,PE
14587138,BANKNIFTY22JUN33700CE,BANKNIFTY,2022-06-30,33700.0,25,CE
14587394,BANKNIFTY22JUN33700PE,BANKNIFTY,2022-06-30,33700.0,25,PE
14587650,BANKNIFTY22JUN33800CE,BANKNIFTY,2022-06-30,33800.0,25,CE
14588418,BANKNIFTY22JUN33800PE,BANKNIFTY,2022-06-30,33800.0,25,PE
14588674,BANKNIFTY22JUN33900CE,BANKNIFTY,2022-06-30,33900.0,25,CE
14588930,BANKNIFTY22JUN33900PE,BANKNIFTY,2022-06-30,33900.0,25,PE
14589186,BANKNIFTY22JUN34000CE,BANKNIFTY,2022-06-30,34000.0,25,CE
14589442,BANKNIFTY22JUN34000PE,BANKNIFTY,2022-06-30,34000.0,25,PE
14589698,BANKNIFTY22JUN34100CE,BANKNIFTY,2022-06-30,34100.0,25,CE
14589954,BANKNIFTY22JUN34100PE,BANKNIFTY,2022-06-30,34100.0,25,PE
14590210,BANKNIFTY22JUN34200CE,BANKNIFTY,2022-06-30,34200.0,25,CE
14590466,BANKNIFTY22JUN34200PE,BANKNIFTY,2022-06-30,34200.0,25,PE
14590722,BANKNIFTY22JUN34300CE,BANKNIFTY,2022-06-30,34300.0,25,CE
14591746,BANKNIFTY22JUN34300PE,BANKNIFTY,2022-06-30,34300.0,25,PE
14592002,BANKNIFTY22JUN34400CE,BANKNIFTY,2022-06-30,34400.0,25,CE
14592514,BANKNIFTY22JUN34400PE,BANKNIFTY,2022-06-30,34400.0,25,PE
12681474,BANKNIFTY22JUN34500CE,BANKNIFTY,2022-06-30,34500.0,25,CE
12681730,BANKNIFTY22JUN34500PE,BANKNIFTY,2022-06-30,34500.0,25,PE
14592770,BANKNIFTY22JUN34600CE,BANKNIFTY,2022-06-30,34600.0,25,CE
14593026,BANKNIFTY22JUN34600PE,BANKNIFTY,2022-06-30,34600.0,25,PE
256265,50NIFTY,50NIFTY,,,0,Index
260105,BNIFTY,BNIFTY,,,0,Index
12477442,50NIFTYFUT,50NIFTYFUT,,,0,Index
12476930,BNIFTYFUT,BNIFTYFUT,,,0,Index
264969,VIX,VIX,,,0,Index
